"CustomerID","ProdTaken","Age","TypeofContact","CityTier","DurationOfPitch","Occupation","Gender","NumberOfPersonVisiting","NumberOfFollowups","ProductPitched","PreferredPropertyStar","MaritalStatus","NumberOfTrips","Passport","PitchSatisfactionScore","OwnCar","NumberOfChildrenVisiting","Designation","MonthlyIncome","time","diff"
"201840","1","21","Self Enquiry","3","18","Salaried","Female","2","1","Basic","4","Single","2","0","5","0","1","Executive","17716","1761110544166","1"
"204308","0","32","Self Enquiry","1","14","Small Business","Female","3","4","Deluxe","5","Married","3","0","1","1","1","Manager","22984","1761110544166","1"
"200913","1","45","Self Enquiry","3","8","Small Business","Female","3","5","King","4","Single","3","1","5","0","2","VP","33824","1761110544166","1"
"202389","1","59","Company Invited","1","20","Salaried","Fe Male","2","3","Standard","3","Unmarried","1","1","5","1","0","Senior Manager","25512","1761110544166","1"
"202923","1","25","Company Invited","1","14","Salaried","Female","3","4","Basic","3","Divorced","3","1","4","0","1","Executive","21564","1761110544166","1"
"201464","0","26","Self Enquiry","3","11","Salaried","Female","1","4","Basic","3","Single","1","0","1","0","0","Executive","17966","1761110544166","1"
"203763","0","33","Company Invited","3","17","Small Business","Male","4","4","Deluxe","3","Unmarried","2","0","3","1","2","Manager","23326","1761110544166","1"
"200954","0","42","Company Invited","1","8","Salaried","Male","2","3","Super Deluxe","3","Divorced","1","1","4","0","1","AVP","32861","1761110544166","1"
"200667","1","41","Self Enquiry","1","8","Salaried","Female","2","5","Basic","3","Married","5","1","3","0","0","Executive","17778","1761110544166","1"
"202533","1","47","Self Enquiry","3","16","Small Business","Male","4","5","Standard","3","Unmarried","3","0","5","0","2","Senior Manager","28297","1761110544166","1"
"202974","0","28","Self Enquiry","1","7","Salaried","Female","4","4","Standard","5","Divorced","3","0","4","1","3","Senior Manager","26090","1761110544166","1"
"201977","0","29","Self Enquiry","3","9","Small Business","Female","3","3","Deluxe","3","Married","2","0","1","0","0","Manager","20561","1761110544166","1"
"203843","0","44","Self Enquiry","1","18","Salaried","Male","2","4","Standard","3","Married","3","0","1","1","1","Senior Manager","26188","1761110544166","1"
"200199","0","38","Self Enquiry","1","35","Large Business","Male","2","3","Deluxe","3","Divorced","4","0","2","0","1","Manager","21261","1761110544166","1"
"200087","0","51","Self Enquiry","1","15","Salaried","Male","3","3","Basic","3","Divorced","4","0","3","1","0","Executive","17075","1761110544166","1"
"203719","0","52","Self Enquiry","1","10","Large Business","Female","3","4","Standard","3","Married","4","0","4","1","2","Senior Manager","31794","1761110544166","1"
"200185","0","33","Self Enquiry","1","20","Small Business","Female","3","3","Basic","4","Divorced","2","0","5","0","0","Executive","17756","1761110544166","1"
"200982","0","38","Company Invited","1","13","Salaried","Male","2","1","Basic","3","Married","2","0","3","0","0","Executive","17610","1761110544166","1"
"200817","0","36","Company Invited","1","24","Salaried","Male","3","3","Deluxe","3","Unmarried","3","0","3","1","0","Manager","22779","1761110544166","1"
"200312","0","31","Self Enquiry","1","8","Salaried","Male","2","3","Basic","3","Married","1","1","4","1","1","Executive","17695","1761110544166","1"
"204806","1","20","Company Invited","1","17","Small Business","Female","4","5","Basic","4","Single","3","1","5","0","3","Executive","20537","1761110544166","1"
"201720","1","37","Company Invited","1","16","Small Business","Male","3","3","Standard","3","Married","7","0","3","0","2","Senior Manager","25048","1761110544166","1"
"200286","1","44","Company Invited","1","30","Salaried","Male","2","3","Basic","3","Married","4","1","5","0","1","Executive","18161","1761110544166","1"
"204317","0","42","Self Enquiry","3","7","Small Business","Male","3","2","Standard","5","Married","3","0","3","1","2","Senior Manager","27070","1761110544166","1"
"201478","0","38","Company Invited","1","29","Salaried","Male","2","4","Standard","3","Unmarried","1","0","3","1","0","Senior Manager","24526","1761110544166","1"
"202612","0","39","Self Enquiry","3","7","Salaried","Fe Male","3","5","Deluxe","3","Unmarried","6","0","2","1","2","Manager","27364","1761110544166","1"
"204439","1","25","Self Enquiry","3","10","Salaried","Female","4","4","Deluxe","3","Unmarried","2","0","1","1","2","Manager","23255","1761110544166","1"
"203025","0","31","Self Enquiry","1","7","Salaried","Male","3","6","Basic","3","Divorced","5","0","4","1","1","Executive","22511","1761110544166","1"
"204097","0","51","Self Enquiry","1","7","Small Business","Male","3","5","Basic","3","Married","4","0","3","1","1","Executive","22368","1761110544166","1"
"201287","0","42","Self Enquiry","1","19","Small Business","Male","3","1","Deluxe","5","Married","6","0","4","1","0","Manager","20538","1761110544166","1"
"201300","0","34","Self Enquiry","3","14","Large Business","Male","3","1","Deluxe","3","Married","2","0","1","0","2","Manager","21799","1761110544166","1"
"204672","0","60","Self Enquiry","3","7","Large Business","Male","4","4","Standard","3","Married","5","1","1","1","1","Senior Manager","30582","1761110544166","1"
"200278","0","26","Company Invited","1","6","Salaried","Female","2","3","Deluxe","4","Married","2","0","5","0","1","Manager","21397","1761110544166","1"
"201852","1","26","Company Invited","1","9","Large Business","Male","3","3","Basic","5","Single","1","0","3","0","1","Executive","18102","1761110544166","1"
"201501","0","44","Self Enquiry","1","16","Salaried","Male","2","3","Deluxe","3","Married","3","1","3","0","1","Manager","21465","1761110544166","1"
"200427","0","60","Company Invited","3","34","Small Business","Female","3","4","Standard","5","Divorced","5","0","2","1","0","Senior Manager","25266","1761110544166","1"
"204879","1","26","Self Enquiry","2","27","Small Business","Female","4","4","Basic","4","Married","2","1","3","0","2","Executive","22347","1761110544166","1"
"202607","0","58","Self Enquiry","1","31","Salaried","Male","3","3","Standard","3","Married","5","1","4","1","2","Senior Manager","28117","1761110544166","1"
"204071","0","59","Self Enquiry","1","16","Small Business","Female","4","5","Basic","4","Married","6","1","1","1","2","Executive","22024","1761110544166","1"
"200733","0","26","Self Enquiry","1","8","Small Business","Male","2","1","Deluxe","3","Divorced","2","0","3","1","1","Manager","20472","1761110544166","1"
"203727","0","29","Self Enquiry","1","7","Salaried","Male","3","4","Basic","3","Married","3","0","1","0","1","Executive","20722","1761110544166","1"
"204139","0","60","Self Enquiry","1","10","Salaried","Male","4","5","Basic","3","Married","5","0","3","0","1","Executive","20855","1761110544166","1"
"202138","0","28","Self Enquiry","1","15","Small Business","Female","3","3","Basic","3","Married","6","0","3","0","0","Executive","17377","1761110544166","1"
"200859","0","29","Self Enquiry","1","21","Salaried","Female","3","5","Basic","3","Divorced","1","1","5","1","0","Executive","17168","1761110544166","1"
"203075","0","45","Self Enquiry","1","15","Salaried","Male","4","2","Basic","3","Divorced","4","1","3","1","3","Executive","21496","1761110544166","1"
"201375","1","32","Company Invited","1","11","Salaried","Female","2","1","Basic","3","Single","4","1","1","0","1","Executive","17432","1761110544166","1"
"203424","1","32","Company Invited","3","9","Salaried","Female","3","5","Basic","3","Unmarried","2","0","5","0","2","Executive","21463","1761110544166","1"
"201728","0","51","Self Enquiry","1","6","Salaried","Male","3","3","Basic","3","Married","2","0","4","1","0","Executive","17723","1761110544166","1"
"200043","0","27","Company Invited","3","14","Salaried","Male","2","3","Standard","3","Unmarried","2","0","2","1","0","Senior Manager","23726","1761110544166","1"
"200524","0","34","Self Enquiry","1","15","Small Business","Fe Male","2","4","Standard","4","Unmarried","2","0","2","1","1","Senior Manager","23621","1761110544166","1"
"203923","0","37","Self Enquiry","1","34","Small Business","Male","4","4","Deluxe","3","Married","8","0","3","0","1","Manager","23915","1761110544166","1"
"202954","0","55","Self Enquiry","2","26","Small Business","Male","3","4","Standard","4","Divorced","4","0","3","1","1","Senior Manager","29403","1761110544166","1"
"201472","1","37","Self Enquiry","1","8","Salaried","Male","3","4","Basic","3","Single","7","1","3","0","2","Executive","17090","1761110544166","1"
"203354","0","24","Self Enquiry","1","7","Salaried","Male","3","4","Basic","3","Divorced","3","0","4","0","2","Executive","19901","1761110544166","1"
"202165","1","37","Self Enquiry","3","6","Salaried","Male","2","4","Standard","3","Married","6","0","1","1","1","Senior Manager","25609","1761110544166","1"
"200330","0","43","Company Invited","1","16","Salaried","Female","2","4","Deluxe","3","Married","2","0","3","0","0","Manager","20257","1761110544166","1"
"202925","0","35","Self Enquiry","1","7","Salaried","Male","3","5","Basic","3","Divorced","3","1","2","0","1","Executive","22300","1761110544166","1"
"202028","0","32","Company Invited","1","30","Salaried","Male","3","3","Deluxe","3","Married","2","0","4","1","2","Manager","20309","1761110544166","1"
"201897","0","60","Company Invited","3","34","Small Business","Female","3","4","Standard","5","Married","5","0","1","1","0","Senior Manager","25266","1761110544166","1"
"203058","1","27","Company Invited","1","12","Small Business","Female","3","5","Basic","3","Divorced","3","1","2","0","2","Executive","21044","1761110544166","1"
"202471","0","43","Self Enquiry","3","15","Small Business","Male","3","4","Deluxe","4","Divorced","2","0","3","0","2","Manager","25503","1761110544166","1"
"202235","0","38","Company Invited","1","9","Salaried","Male","2","3","Basic","3","Married","4","0","3","1","0","Executive","17821","1761110544166","1"
"200407","0","45","Self Enquiry","1","16","Salaried","Male","3","3","Basic","3","Divorced","4","0","5","1","0","Executive","17654","1761110544166","1"
"200888","0","35","Company Invited","3","14","Small Business","Female","3","4","Standard","3","Divorced","5","1","5","1","2","Senior Manager","25377","1761110544166","1"
"200388","0","42","Self Enquiry","1","6","Salaried","Female","3","3","Basic","5","Married","4","0","3","1","1","Executive","17576","1761110544166","1"
"203673","0","41","Self Enquiry","1","15","Salaried","Female","4","4","Deluxe","5","Married","4","1","1","0","1","Manager","25194","1761110544166","1"
"200935","0","32","Self Enquiry","3","14","Small Business","Male","2","1","Deluxe","3","Divorced","2","0","5","0","0","Manager","21209","1761110544166","1"
"204367","1","27","Company Invited","2","24","Salaried","Female","3","4","Basic","3","Married","2","1","5","0","2","Executive","21419","1761110544166","1"
"203344","0","37","Company Invited","1","10","Large Business","Male","3","4","Basic","4","Divorced","3","0","3","1","2","Executive","22370","1761110544166","1"
"202895","0","43","Self Enquiry","1","31","Small Business","Male","3","4","Standard","5","Divorced","3","1","2","1","2","Senior Manager","26084","1761110544166","1"
"203764","0","43","Company Invited","1","17","Large Business","Male","3","4","Basic","3","Married","5","0","4","1","1","Executive","21614","1761110544166","1"
"202008","0","41","Self Enquiry","2","6","Salaried","Male","2","4","King","3","Married","2","0","1","1","1","VP","34189","1761110544166","1"
"201916","0","41","Company Invited","3","16","Salaried","Male","2","3","Deluxe","3","Single","1","0","1","0","1","Manager","21230","1761110544166","1"
"204657","0","60","Self Enquiry","1","9","Salaried","Female","4","5","Super Deluxe","3","Single","5","1","5","1","1","AVP","32404","1761110544166","1"
"204676","1","27","Company Invited","1","9","Salaried","Male","3","4","Basic","5","Married","8","1","5","0","1","Executive","20720","1761110544166","1"
"200249","0","45","Company Invited","1","13","Salaried","Male","3","2","Deluxe","3","Divorced","5","0","2","0","2","Manager","21434","1761110544166","1"
"202726","0","30","Company Invited","3","9","Salaried","Male","3","4","Deluxe","3","Unmarried","3","0","2","0","1","Manager","23232","1761110544166","1"
"201044","0","49","Self Enquiry","1","11","Large Business","Male","3","3","Deluxe","3","Divorced","3","0","3","0","0","Manager","21651","1761110544166","1"
"202929","0","28","Self Enquiry","1","13","Small Business","Female","4","5","Basic","3","Married","2","0","2","1","2","Executive","20865","1761110544166","1"
"200608","1","55","Self Enquiry","3","8","Small Business","Male","2","3","Deluxe","3","Single","5","0","2","0","1","Manager","20160","1761110544166","1"
"201129","0","42","Self Enquiry","1","15","Salaried","Male","3","4","King","3","Single","1","0","1","1","1","VP","34613","1761110544166","1"
"204451","0","28","Company Invited","1","17","Salaried","Male","3","4","Standard","5","Married","3","0","3","0","2","Senior Manager","27471","1761110544166","1"
"204607","1","37","Self Enquiry","3","10","Salaried","Male","3","5","Standard","3","Married","3","1","1","1","1","Senior Manager","29003","1761110544166","1"
"203784","0","37","Self Enquiry","3","17","Large Business","Female","4","5","Deluxe","3","Married","3","1","1","1","3","Manager","24351","1761110544166","1"
"204490","0","28","Company Invited","3","15","Small Business","Male","3","4","Deluxe","3","Married","2","0","3","1","2","Manager","23020","1761110544166","1"
"204673","0","46","Self Enquiry","2","31","Small Business","Male","3","4","Basic","4","Single","3","0","4","0","2","Executive","20855","1761110544166","1"
"200203","0","40","Self Enquiry","1","25","Small Business","Male","2","3","Deluxe","3","Divorced","1","1","2","1","1","Manager","17741","1761110544166","1"
"202721","0","39","Self Enquiry","3","14","Small Business","Female","3","3","Deluxe","5","Married","3","1","3","0","1","Manager","24283","1761110544166","1"
"201127","0","23","Self Enquiry","1","16","Large Business","Male","2","1","Basic","3","Married","3","0","1","1","0","Executive","17073","1761110544166","1"
"203256","0","44","Company Invited","1","34","Salaried","Female","3","4","Standard","5","Divorced","2","0","4","0","1","Senior Manager","29498","1761110544166","1"
"203896","1","51","Company Invited","3","7","Salaried","Male","4","4","Deluxe","3","Married","2","0","3","1","2","Manager","25406","1761110544166","1"
"204504","0","34","Self Enquiry","1","14","Small Business","Male","3","4","Standard","3","Married","2","0","4","1","1","Senior Manager","30369","1761110544166","1"
"204018","0","38","Company Invited","1","9","Salaried","Male","4","5","Deluxe","3","Married","7","0","1","1","3","Manager","23841","1761110544166","1"
"201027","0","34","Self Enquiry","1","6","Salaried","Female","2","4","Basic","4","Divorced","6","0","1","1","1","Executive","18294","1761110544166","1"
"201138","0","50","Company Invited","1","26","Small Business","Male","2","3","Super Deluxe","3","Married","3","1","4","1","1","AVP","26245","1761110544166","1"
"203577","0","44","Self Enquiry","1","34","Large Business","Male","3","2","Basic","4","Married","7","0","5","1","2","Executive","23554","1761110544166","1"
"203634","0","33","Self Enquiry","1","9","Small Business","Male","3","4","Deluxe","4","Married","2","0","4","0","2","Manager","24148","1761110544166","1"
"202303","0","27","Self Enquiry","1","12","Salaried","Male","2","4","Basic","3","Married","2","0","1","1","1","Executive","17539","1761110544166","1"
"200416","0","38","Company Invited","1","8","Salaried","Male","2","3","Basic","3","Divorced","2","1","5","1","1","Executive","16702","1761110544166","1"
"204336","1","20","Self Enquiry","2","9","Large Business","Male","3","5","Basic","3","Single","3","0","3","0","1","Executive","21242","1761110544166","1"
"204264","0","43","Self Enquiry","2","9","Large Business","Male","3","4","Basic","3","Married","2","1","4","1","2","Executive","21374","1761110544166","1"
"203730","0","41","Self Enquiry","1","9","Salaried","Female","3","4","Basic","5","Married","6","0","4","1","2","Executive","22055","1761110544166","1"
"204774","1","23","Company Invited","1","10","Salaried","Male","3","5","Basic","3","Married","2","1","3","0","2","Executive","21531","1761110544166","1"
"200994","0","52","Company Invited","1","34","Small Business","Female","2","1","Super Deluxe","3","Divorced","3","1","4","0","0","AVP","28247","1761110544166","1"
"202298","1","18","Company Invited","1","14","Small Business","Male","3","3","Basic","3","Single","2","0","5","1","0","Executive","16904","1761110544166","1"
"204366","0","46","Self Enquiry","3","9","Salaried","Male","4","4","Deluxe","4","Married","2","0","5","1","3","Manager","23483","1761110544166","1"
"202425","1","55","Self Enquiry","3","15","Small Business","Female","2","5","Basic","4","Single","2","0","1","1","1","Executive","34187","1761110544166","1"
"202729","0","38","Self Enquiry","1","7","Salaried","Female","3","4","Basic","3","Single","3","0","2","1","2","Executive","20793","1761110544166","1"
"201185","0","43","Self Enquiry","1","21","Salaried","Male","3","4","Super Deluxe","3","Married","2","0","3","1","1","AVP","32603","1761110544166","1"
"200129","0","49","Self Enquiry","1","26","Small Business","Female","3","3","Deluxe","5","Divorced","2","0","2","1","2","Manager","21567","1761110544166","1"
"204305","0","41","Self Enquiry","1","9","Small Business","Female","4","5","Deluxe","3","Married","8","0","5","1","2","Manager","22126","1761110544166","1"
"203755","0","19","Company Invited","1","21","Small Business","Female","3","4","Basic","3","Single","3","0","5","1","1","Executive","20192","1761110544166","1"
"200855","0","37","Self Enquiry","1","6","Salaried","Female","2","4","Deluxe","3","Divorced","2","0","2","1","1","Manager","21474","1761110544166","1"
"200742","0","50","Self Enquiry","1","15","Salaried","Male","3","3","Basic","3","Divorced","5","0","5","1","0","Executive","17380","1761110544166","1"
"202766","0","33","Self Enquiry","1","9","Small Business","Fe Male","4","3","Deluxe","3","Unmarried","2","0","3","1","3","Manager","23733","1761110544166","1"
"201739","0","36","Self Enquiry","1","12","Salaried","Male","2","3","Basic","3","Married","1","0","5","1","1","Executive","18210","1761110544166","1"
"203115","0","35","Self Enquiry","1","17","Salaried","Male","3","4","Basic","4","Married","3","0","2","1","1","Executive","20686","1761110544166","1"
"202786","0","32","Self Enquiry","1","14","Small Business","Fe Male","3","4","Standard","3","Unmarried","3","1","4","1","2","Senior Manager","25821","1761110544166","1"
"203494","0","43","Company Invited","1","16","Small Business","Female","4","4","Basic","3","Unmarried","3","0","4","1","2","Executive","22351","1761110544166","1"
"204872","1","35","Company Invited","1","24","Large Business","Male","3","5","Basic","3","Married","2","1","5","1","2","Executive","27178","1761110544166","1"
"204840","1","44","Company Invited","1","9","Salaried","Male","4","4","Basic","3","Married","8","1","3","0","1","Executive","28909","1761110544166","1"
"203133","1","21","Self Enquiry","1","11","Large Business","Male","3","4","Basic","5","Unmarried","3","0","3","1","2","Executive","21651","1761110544166","1"
"203168","0","25","Self Enquiry","1","24","Small Business","Female","3","5","Deluxe","3","Married","3","0","3","1","2","Manager","23055","1761110544166","1"
"201820","0","42","Self Enquiry","2","8","Large Business","Male","2","3","Basic","3","Married","1","1","4","1","1","Executive","17696","1761110544166","1"
"203206","1","27","Company Invited","1","9","Salaried","Male","3","4","Basic","5","Divorced","8","1","5","1","1","Executive","20720","1761110544166","1"
"201251","0","30","Self Enquiry","3","21","Small Business","Male","3","4","Standard","5","Married","3","0","1","0","2","Senior Manager","22140","1761110544166","1"
"201107","0","38","Company Invited","2","16","Salaried","Male","3","3","Deluxe","3","Married","4","0","3","0","2","Manager","21077","1761110544166","1"
"200127","1","19","Self Enquiry","3","28","Small Business","Male","2","3","Basic","3","Single","2","1","2","0","1","Executive","16675","1761110544166","1"
"203436","0","40","Company Invited","1","32","Salaried","Male","4","4","Standard","3","Divorced","5","0","1","0","1","Senior Manager","29598","1761110544166","1"
"201636","0","41","Self Enquiry","1","20","Salaried","Male","2","3","Basic","3","Married","5","0","4","1","1","Executive","17451","1761110544166","1"
"201962","0","48","Self Enquiry","1","6","Salaried","Female","2","4","Super Deluxe","5","Married","1","0","4","0","0","AVP","30402","1761110544166","1"
"203767","0","29","Company Invited","2","7","Salaried","Male","3","4","Basic","3","Married","3","0","4","0","2","Executive","21384","1761110544166","1"
"200176","0","33","Self Enquiry","1","8","Salaried","Male","2","3","Basic","3","Single","1","0","3","0","1","Executive","17500","1761110544166","1"
"201799","0","47","Self Enquiry","1","11","Salaried","Male","2","3","King","3","Married","5","0","1","1","0","VP","33300","1761110544166","1"
"203251","0","39","Self Enquiry","3","17","Small Business","Male","4","5","Standard","3","Married","2","1","3","1","1","Senior Manager","27418","1761110544166","1"
"204871","1","41","Self Enquiry","3","23","Small Business","Male","4","4","Standard","3","Married","4","0","5","0","2","Senior Manager","22222","1761110544166","1"
"203082","0","26","Self Enquiry","3","11","Small Business","Male","3","5","Deluxe","5","Divorced","3","0","3","1","2","Manager","22934","1761110544166","1"
"204474","0","35","Self Enquiry","1","15","Salaried","Female","3","4","Deluxe","5","Married","5","0","5","1","2","Manager","23799","1761110544166","1"
"202379","1","19","Self Enquiry","3","11","Salaried","Male","3","3","Standard","4","Single","1","1","4","1","0","Senior Manager","17994","1761110544166","1"
"202748","0","40","Self Enquiry","1","7","Small Business","Male","3","3","Standard","3","Married","2","0","3","1","1","Senior Manager","28291","1761110544166","1"
"204423","0","34","Company Invited","1","13","Salaried","Male","2","4","Deluxe","3","Married","5","0","5","1","1","Manager","26403","1761110544166","1"
"200540","1","28","Self Enquiry","1","6","Salaried","Female","3","5","Basic","4","Single","1","1","2","1","0","Executive","17216","1761110544166","1"
"202178","0","36","Company Invited","3","14","Large Business","Male","2","3","Deluxe","3","Married","5","0","3","1","1","Manager","20079","1761110544166","1"
"202752","0","59","Company Invited","1","7","Salaried","Male","3","6","Deluxe","3","Married","4","1","2","1","2","Manager","24338","1761110544166","1"
"201054","0","49","Self Enquiry","1","13","Salaried","Male","2","3","Standard","4","Married","4","0","4","0","1","Senior Manager","25466","1761110544166","1"
"203466","0","38","Company Invited","1","12","Large Business","Male","3","2","Basic","3","Unmarried","2","0","5","1","1","Executive","22178","1761110544166","1"
"202433","1","38","Company Invited","1","15","Salaried","Male","3","3","Deluxe","5","Married","5","0","3","0","2","Manager","21893","1761110544166","1"
"200439","1","31","Company Invited","1","26","Salaried","Male","3","3","Standard","3","Divorced","4","0","3","1","0","Senior Manager","24824","1761110544166","1"
"201053","0","57","Self Enquiry","1","6","Salaried","Male","3","1","Deluxe","3","Divorced","1","0","3","1","2","Manager","19900","1761110544166","1"
"204349","1","34","Self Enquiry","1","22","Small Business","Male","3","4","Standard","3","Married","2","1","5","1","1","Senior Manager","32288","1761110544166","1"
"200009","0","36","Self Enquiry","1","33","Small Business","Male","3","3","Deluxe","3","Divorced","7","0","3","1","0","Manager","20237","1761110544166","1"
"204035","0","34","Company Invited","3","29","Small Business","Male","4","4","Deluxe","4","Married","2","0","1","0","1","Manager","24824","1761110544166","1"
"202963","0","30","Company Invited","1","7","Salaried","Male","4","6","Basic","3","Married","3","0","2","1","1","Executive","21398","1761110544166","1"
"204491","0","38","Self Enquiry","1","17","Salaried","Female","3","4","Basic","5","Married","2","1","3","1","1","Executive","21460","1761110544166","1"
"201928","0","40","Company Invited","3","34","Salaried","Male","2","5","Standard","5","Married","4","0","5","0","1","Senior Manager","25932","1761110544166","1"
"200690","0","31","Self Enquiry","1","18","Small Business","Female","2","3","Deluxe","3","Divorced","1","1","4","0","1","Manager","20855","1761110544166","1"
"203978","0","37","Self Enquiry","1","15","Large Business","Female","3","4","Standard","3","Married","3","0","4","1","1","Senior Manager","28774","1761110544166","1"
"202407","1","39","Self Enquiry","1","8","Salaried","Female","3","3","Basic","5","Married","2","1","1","1","0","Executive","32123","1761110544166","1"
"200648","0","37","Company Invited","3","27","Small Business","Female","2","3","Basic","3","Divorced","6","0","2","1","1","Executive","17973","1761110544166","1"
"203340","0","32","Self Enquiry","1","31","Small Business","Fe Male","4","5","Deluxe","5","Unmarried","3","0","5","0","3","Manager","25490","1761110544166","1"
"200372","0","35","Self Enquiry","1","15","Salaried","Male","3","4","Deluxe","4","Unmarried","1","0","2","1","2","Manager","21540","1761110544166","1"
"204839","1","43","Company Invited","1","8","Salaried","Female","4","2","Standard","4","Single","3","0","3","1","1","Senior Manager","21050","1761110544166","1"
"201471","0","49","Company Invited","1","14","Salaried","Male","3","4","Deluxe","4","Married","2","0","1","0","0","Manager","20130","1761110544166","1"
"201626","0","51","Self Enquiry","1","13","Small Business","Male","2","4","Deluxe","3","Married","3","0","3","1","1","Manager","21132","1761110544166","1"
"202522","0","38","Self Enquiry","1","14","Small Business","Male","2","4","Standard","3","Single","6","0","2","0","1","Senior Manager","32342","1761110544166","1"
"204548","0","26","Self Enquiry","3","10","Salaried","Male","4","4","Deluxe","5","Married","3","1","4","0","3","Manager","22872","1761110544166","1"
"200311","0","45","Company Invited","1","13","Salaried","Male","3","3","Standard","5","Married","2","0","2","1","2","Senior Manager","20210","1761110544166","1"
"203493","0","31","Self Enquiry","3","23","Salaried","Male","4","4","Deluxe","3","Divorced","2","0","3","0","3","Manager","23979","1761110544166","1"
"203217","0","37","Self Enquiry","1","19","Small Business","Fe Male","3","5","Standard","3","Unmarried","2","0","2","1","1","Senior Manager","27536","1761110544166","1"
"200727","0","18","Company Invited","1","11","Salaried","Male","3","3","Basic","3","Single","2","0","2","1","1","Executive","16051","1761110544166","1"
"200148","0","41","Self Enquiry","1","15","Salaried","Male","3","3","Basic","5","Divorced","3","0","2","0","2","Executive","17238","1761110544166","1"
"201037","0","45","Self Enquiry","1","35","Large Business","Male","2","3","Standard","3","Divorced","5","1","5","1","0","Senior Manager","24380","1761110544166","1"
"203781","0","29","Self Enquiry","3","10","Small Business","Female","4","4","Basic","4","Married","3","0","1","1","1","Executive","21534","1761110544166","1"
"202579","0","37","Self Enquiry","1","13","Small Business","Male","3","4","Deluxe","4","Married","8","0","4","1","2","Manager","23619","1761110544166","1"
"203319","0","45","Self Enquiry","1","36","Salaried","Male","3","4","Deluxe","3","Unmarried","3","0","5","1","2","Manager","23219","1761110544166","1"
"204762","0","36","Company Invited","1","11","Salaried","Male","3","5","Basic","3","Married","3","0","1","1","2","Executive","21054","1761110544166","1"
"201275","0","51","Self Enquiry","1","9","Large Business","Female","2","3","Standard","3","Married","3","0","4","1","1","Senior Manager","28116","1761110544166","1"
"200217","1","29","Self Enquiry","1","6","Large Business","Male","2","3","Basic","3","Single","1","0","2","0","0","Executive","17058","1761110544166","1"
"202914","0","25","Company Invited","3","31","Small Business","Male","3","4","Basic","3","Divorced","2","0","4","0","2","Executive","21078","1761110544166","1"
"200383","0","22","Self Enquiry","1","17","Small Business","Female","2","3","Basic","4","Divorced","2","0","2","1","0","Executive","17244","1761110544166","1"
"204526","0","29","Self Enquiry","3","9","Small Business","Female","3","4","Deluxe","4","Married","3","1","3","1","2","Manager","23457","1761110544166","1"
"203614","0","28","Company Invited","1","9","Small Business","Male","3","4","Basic","3","Single","4","0","3","0","2","Executive","21258","1761110544166","1"
"202670","0","38","Company Invited","3","11","Small Business","Male","3","4","Basic","3","Married","6","0","4","1","1","Executive","20855","1761110544166","1"
"204701","0","56","Company Invited","1","9","Salaried","Male","4","4","Standard","4","Married","5","0","1","0","2","Senior Manager","29654","1761110544166","1"
"200178","0","46","Self Enquiry","3","6","Small Business","Female","3","3","Standard","5","Married","2","0","2","1","1","Senior Manager","25453","1761110544166","1"
"201192","0","49","Self Enquiry","1","22","Small Business","Female","3","3","Basic","5","Married","5","1","1","1","1","Executive","17587","1761110544166","1"
"200852","0","29","Self Enquiry","1","12","Small Business","Female","2","3","Basic","3","Divorced","2","0","3","0","0","Executive","18131","1761110544166","1"
"201500","0","33","Self Enquiry","1","8","Small Business","Male","3","3","Basic","3","Single","5","0","3","0","2","Executive","17496","1761110544166","1"
"201844","0","28","Self Enquiry","3","15","Salaried","Male","3","3","Deluxe","3","Single","2","0","3","1","1","Manager","20253","1761110544166","1"
"202190","1","30","Self Enquiry","1","28","Salaried","Female","2","3","Basic","3","Married","5","1","1","0","0","Executive","17132","1761110544166","1"
"203184","0","36","Self Enquiry","1","17","Salaried","Male","3","4","Basic","3","Married","3","0","5","1","1","Executive","22595","1761110544166","1"
"203092","0","38","Company Invited","3","28","Small Business","Female","3","4","Basic","3","Divorced","7","0","2","1","2","Executive","21651","1761110544166","1"
"202172","0","30","Self Enquiry","3","14","Salaried","Male","3","3","Standard","3","Married","6","0","3","1","0","Senior Manager","22264","1761110544166","1"
"204076","0","29","Self Enquiry","1","28","Small Business","Male","3","4","Basic","3","Married","3","0","1","0","1","Executive","21391","1761110544166","1"
"201111","1","53","Self Enquiry","1","8","Large Business","Female","3","4","Standard","3","Married","1","0","5","1","2","Senior Manager","25169","1761110544166","1"
"202897","1","27","Company Invited","2","24","Salaried","Female","3","4","Basic","3","Married","2","1","5","0","2","Executive","21419","1761110544166","1"
"200262","0","32","Self Enquiry","1","8","Large Business","Male","2","4","Deluxe","5","Single","5","0","4","0","1","Manager","17176","1761110544166","1"
"200314","0","39","Self Enquiry","1","16","Small Business","Male","2","3","Super Deluxe","5","Divorced","2","1","3","1","1","AVP","32068","1761110544166","1"
"203368","0","36","Self Enquiry","1","13","Salaried","Male","4","4","Basic","3","Divorced","2","1","3","1","2","Executive","22184","1761110544166","1"
"204048","0","27","Self Enquiry","2","32","Salaried","Female","4","4","Basic","3","Married","3","0","4","1","2","Executive","21620","1761110544166","1"
"202646","0","35","Company Invited","1","17","Small Business","Male","3","4","Basic","3","Married","3","1","3","1","1","Executive","22493","1761110544166","1"
